pair_id,subject,clip,comparison_type,distortion_type,video_a,video_b,level_a,level_b
164,0000,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,single/0000_pickup_box_reference.mp4,mixed/0000_pickup_box_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
165,0000,pickup_box,reference_vs_mixed,smoothing+texture_compression,mixed/0000_pickup_box_smoothing+texture_compression_mild+mild.mp4,single/0000_pickup_box_reference.mp4,mild+mild,reference
166,0000,pickup_box,reference_vs_mixed,smoothing+texture_compression,mixed/0000_pickup_box_smoothing+texture_compression_severe+severe.mp4,single/0000_pickup_box_reference.mp4,severe+severe,reference
167,0000,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0000_pickup_box_param_quantization+mesh_decimation_mild+mild.mp4,single/0000_pickup_box_reference.mp4,mild+mild,reference
168,0000,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,single/0000_pickup_box_reference.mp4,mixed/0000_pickup_box_param_quantization+mesh_decimation_severe+severe.mp4,reference,severe+severe
169,0000,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,single/0000_pickup_box_reference.mp4,mixed/0000_pickup_box_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
170,0000,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0000_pickup_box_motion_blur+vertex_quantization_severe+severe.mp4,single/0000_pickup_box_reference.mp4,severe+severe,reference
171,0000,run,reference_vs_distorted,jitter,single/0000_run_jitter_mild.mp4,single/0000_run_reference.mp4,mild,reference
172,0000,run,reference_vs_distorted,jitter,single/0000_run_jitter_moderate.mp4,single/0000_run_reference.mp4,moderate,reference
173,0000,run,reference_vs_distorted,jitter,single/0000_run_jitter_severe.mp4,single/0000_run_reference.mp4,severe,reference
174,0000,run,reference_vs_distorted,joint_noise,single/0000_run_joint_noise_mild.mp4,single/0000_run_reference.mp4,mild,reference
175,0000,run,reference_vs_distorted,joint_noise,single/0000_run_joint_noise_moderate.mp4,single/0000_run_reference.mp4,moderate,reference
176,0000,run,reference_vs_distorted,joint_noise,single/0000_run_reference.mp4,single/0000_run_joint_noise_severe.mp4,reference,severe
177,0000,run,reference_vs_distorted,frame_drop,single/0000_run_frame_drop_mild.mp4,single/0000_run_reference.mp4,mild,reference
178,0000,run,reference_vs_distorted,frame_drop,single/0000_run_reference.mp4,single/0000_run_frame_drop_moderate.mp4,reference,moderate
179,0000,run,reference_vs_distorted,frame_drop,single/0000_run_reference.mp4,single/0000_run_frame_drop_severe.mp4,reference,severe
180,0000,run,reference_vs_distorted,smoothing,single/0000_run_reference.mp4,single/0000_run_smoothing_mild.mp4,reference,mild
181,0000,run,reference_vs_distorted,smoothing,single/0000_run_reference.mp4,single/0000_run_smoothing_moderate.mp4,reference,moderate
182,0000,run,reference_vs_distorted,smoothing,single/0000_run_reference.mp4,single/0000_run_smoothing_severe.mp4,reference,severe
183,0000,run,reference_vs_distorted,param_quantization,single/0000_run_param_quantization_mild.mp4,single/0000_run_reference.mp4,mild,reference
184,0000,run,reference_vs_distorted,param_quantization,single/0000_run_param_quantization_moderate.mp4,single/0000_run_reference.mp4,moderate,reference
185,0000,run,reference_vs_distorted,param_quantization,single/0000_run_reference.mp4,single/0000_run_param_quantization_severe.mp4,reference,severe
186,0000,run,reference_vs_distorted,vertex_quantization,single/0000_run_vertex_quantization_mild.mp4,single/0000_run_reference.mp4,mild,reference
187,0000,run,reference_vs_distorted,vertex_quantization,single/0000_run_vertex_quantization_moderate.mp4,single/0000_run_reference.mp4,moderate,reference
188,0000,run,reference_vs_distorted,vertex_quantization,single/0000_run_vertex_quantization_severe.mp4,single/0000_run_reference.mp4,severe,reference
189,0000,run,reference_vs_distorted,mesh_decimation,single/0000_run_reference.mp4,single/0000_run_mesh_decimation_mild.mp4,reference,mild
190,0000,run,reference_vs_distorted,mesh_decimation,single/0000_run_reference.mp4,single/0000_run_mesh_decimation_moderate.mp4,reference,moderate
191,0000,run,reference_vs_distorted,mesh_decimation,single/0000_run_reference.mp4,single/0000_run_mesh_decimation_severe.mp4,reference,severe
192,0000,run,reference_vs_distorted,texture_compression,single/0000_run_reference.mp4,single/0000_run_texture_compression_mild.mp4,reference,mild
193,0000,run,reference_vs_distorted,texture_compression,single/0000_run_reference.mp4,single/0000_run_texture_compression_moderate.mp4,reference,moderate
194,0000,run,reference_vs_distorted,texture_compression,single/0000_run_texture_compression_severe.mp4,single/0000_run_reference.mp4,severe,reference
195,0000,run,reference_vs_distorted,motion_blur,single/0000_run_motion_blur_mild.mp4,single/0000_run_reference.mp4,mild,reference
196,0000,run,reference_vs_distorted,motion_blur,single/0000_run_motion_blur_moderate.mp4,single/0000_run_reference.mp4,moderate,reference
197,0000,run,reference_vs_distorted,motion_blur,single/0000_run_reference.mp4,single/0000_run_motion_blur_severe.mp4,reference,severe
198,0000,run,adjacent_severity,jitter,single/0000_run_jitter_moderate.mp4,single/0000_run_jitter_mild.mp4,moderate,mild
199,0000,run,adjacent_severity,jitter,single/0000_run_jitter_severe.mp4,single/0000_run_jitter_moderate.mp4,severe,moderate
200,0000,run,adjacent_severity,joint_noise,single/0000_run_joint_noise_mild.mp4,single/0000_run_joint_noise_moderate.mp4,mild,moderate
201,0000,run,adjacent_severity,joint_noise,single/0000_run_joint_noise_severe.mp4,single/0000_run_joint_noise_moderate.mp4,severe,moderate
202,0000,run,adjacent_severity,frame_drop,single/0000_run_frame_drop_moderate.mp4,single/0000_run_frame_drop_mild.mp4,moderate,mild
203,0000,run,adjacent_severity,frame_drop,single/0000_run_frame_drop_severe.mp4,single/0000_run_frame_drop_moderate.mp4,severe,moderate
204,0000,run,adjacent_severity,smoothing,single/0000_run_smoothing_moderate.mp4,single/0000_run_smoothing_mild.mp4,moderate,mild
205,0000,run,adjacent_severity,smoothing,single/0000_run_smoothing_moderate.mp4,single/0000_run_smoothing_severe.mp4,moderate,severe
206,0000,run,adjacent_severity,param_quantization,single/0000_run_param_quantization_mild.mp4,single/0000_run_param_quantization_moderate.mp4,mild,moderate
207,0000,run,adjacent_severity,param_quantization,single/0000_run_param_quantization_severe.mp4,single/0000_run_param_quantization_moderate.mp4,severe,moderate
208,0000,run,adjacent_severity,vertex_quantization,single/0000_run_vertex_quantization_mild.mp4,single/0000_run_vertex_quantization_moderate.mp4,mild,moderate
209,0000,run,adjacent_severity,vertex_quantization,single/0000_run_vertex_quantization_severe.mp4,single/0000_run_vertex_quantization_moderate.mp4,severe,moderate
210,0000,run,adjacent_severity,mesh_decimation,single/0000_run_mesh_decimation_moderate.mp4,single/0000_run_mesh_decimation_mild.mp4,moderate,mild
211,0000,run,adjacent_severity,mesh_decimation,single/0000_run_mesh_decimation_moderate.mp4,single/0000_run_mesh_decimation_severe.mp4,moderate,severe
212,0000,run,adjacent_severity,texture_compression,single/0000_run_texture_compression_mild.mp4,single/0000_run_texture_compression_moderate.mp4,mild,moderate
213,0000,run,adjacent_severity,texture_compression,single/0000_run_texture_compression_severe.mp4,single/0000_run_texture_compression_moderate.mp4,severe,moderate
214,0000,run,adjacent_severity,motion_blur,single/0000_run_motion_blur_moderate.mp4,single/0000_run_motion_blur_mild.mp4,moderate,mild
215,0000,run,adjacent_severity,motion_blur,single/0000_run_motion_blur_moderate.mp4,single/0000_run_motion_blur_severe.mp4,moderate,severe
216,0000,run,reference_vs_mixed,jitter+texture_compression,single/0000_run_reference.mp4,mixed/0000_run_jitter+texture_compression_mild+mild.mp4,reference,mild+mild
217,0000,run,reference_vs_mixed,jitter+texture_compression,single/0000_run_reference.mp4,mixed/0000_run_jitter+texture_compression_severe+severe.mp4,reference,severe+severe
218,0000,run,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0000_run_frame_drop+mesh_decimation_mild+mild.mp4,single/0000_run_reference.mp4,mild+mild,reference
219,0000,run,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0000_run_frame_drop+mesh_decimation_severe+severe.mp4,single/0000_run_reference.mp4,severe+severe,reference
220,0000,run,reference_vs_mixed,joint_noise+vertex_quantization,single/0000_run_reference.mp4,mixed/0000_run_joint_noise+vertex_quantization_mild+mild.mp4,reference,mild+mild
221,0000,run,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0000_run_joint_noise+vertex_quantization_severe+severe.mp4,single/0000_run_reference.mp4,severe+severe,reference
222,0000,run,reference_vs_mixed,smoothing+texture_compression,mixed/0000_run_smoothing+texture_compression_mild+mild.mp4,single/0000_run_reference.mp4,mild+mild,reference
223,0000,run,reference_vs_mixed,smoothing+texture_compression,mixed/0000_run_smoothing+texture_compression_severe+severe.mp4,single/0000_run_reference.mp4,severe+severe,reference
224,0000,run,reference_vs_mixed,param_quantization+mesh_decimation,single/0000_run_reference.mp4,mixed/0000_run_param_quantization+mesh_decimation_mild+mild.mp4,reference,mild+mild
225,0000,run,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0000_run_param_quantization+mesh_decimation_severe+severe.mp4,single/0000_run_reference.mp4,severe+severe,reference
226,0000,run,reference_vs_mixed,motion_blur+vertex_quantization,single/0000_run_reference.mp4,mixed/0000_run_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
227,0000,run,reference_vs_mixed,motion_blur+vertex_quantization,single/0000_run_reference.mp4,mixed/0000_run_motion_blur+vertex_quantization_severe+severe.mp4,reference,severe+severe
228,0000,walk,reference_vs_distorted,jitter,single/0000_walk_jitter_mild.mp4,single/0000_walk_reference.mp4,mild,reference
229,0000,walk,reference_vs_distorted,jitter,single/0000_walk_jitter_moderate.mp4,single/0000_walk_reference.mp4,moderate,reference
230,0000,walk,reference_vs_distorted,jitter,single/0000_walk_jitter_severe.mp4,single/0000_walk_reference.mp4,severe,reference
231,0000,walk,reference_vs_distorted,joint_noise,single/0000_walk_joint_noise_mild.mp4,single/0000_walk_reference.mp4,mild,reference
232,0000,walk,reference_vs_distorted,joint_noise,single/0000_walk_reference.mp4,single/0000_walk_joint_noise_moderate.mp4,reference,moderate
233,0000,walk,reference_vs_distorted,joint_noise,single/0000_walk_joint_noise_severe.mp4,single/0000_walk_reference.mp4,severe,reference
234,0000,walk,reference_vs_distorted,frame_drop,single/0000_walk_frame_drop_mild.mp4,single/0000_walk_reference.mp4,mild,reference
235,0000,walk,reference_vs_distorted,frame_drop,single/0000_walk_reference.mp4,single/0000_walk_frame_drop_moderate.mp4,reference,moderate
236,0000,walk,reference_vs_distorted,frame_drop,single/0000_walk_reference.mp4,single/0000_walk_frame_drop_severe.mp4,reference,severe
237,0000,walk,reference_vs_distorted,smoothing,single/0000_walk_reference.mp4,single/0000_walk_smoothing_mild.mp4,reference,mild
238,0000,walk,reference_vs_distorted,smoothing,single/0000_walk_reference.mp4,single/0000_walk_smoothing_moderate.mp4,reference,moderate
239,0000,walk,reference_vs_distorted,smoothing,single/0000_walk_smoothing_severe.mp4,single/0000_walk_reference.mp4,severe,reference
240,0000,walk,reference_vs_distorted,param_quantization,single/0000_walk_reference.mp4,single/0000_walk_param_quantization_mild.mp4,reference,mild
241,0000,walk,reference_vs_distorted,param_quantization,single/0000_walk_reference.mp4,single/0000_walk_param_quantization_moderate.mp4,reference,moderate
242,0000,walk,reference_vs_distorted,param_quantization,single/0000_walk_reference.mp4,single/0000_walk_param_quantization_severe.mp4,reference,severe
243,0000,walk,reference_vs_distorted,vertex_quantization,single/0000_walk_vertex_quantization_mild.mp4,single/0000_walk_reference.mp4,mild,reference
244,0000,walk,reference_vs_distorted,vertex_quantization,single/0000_walk_reference.mp4,single/0000_walk_vertex_quantization_moderate.mp4,reference,moderate
245,0000,walk,reference_vs_distorted,vertex_quantization,single/0000_walk_reference.mp4,single/0000_walk_vertex_quantization_severe.mp4,reference,severe
246,0000,walk,reference_vs_distorted,mesh_decimation,single/0000_walk_mesh_decimation_mild.mp4,single/0000_walk_reference.mp4,mild,reference
247,0000,walk,reference_vs_distorted,mesh_decimation,single/0000_walk_mesh_decimation_moderate.mp4,single/0000_walk_reference.mp4,moderate,reference
248,0000,walk,reference_vs_distorted,mesh_decimation,single/0000_walk_reference.mp4,single/0000_walk_mesh_decimation_severe.mp4,reference,severe
249,0000,walk,reference_vs_distorted,texture_compression,single/0000_walk_texture_compression_mild.mp4,single/0000_walk_reference.mp4,mild,reference
250,0000,walk,reference_vs_distorted,texture_compression,single/0000_walk_texture_compression_moderate.mp4,single/0000_walk_reference.mp4,moderate,reference
251,0000,walk,reference_vs_distorted,texture_compression,single/0000_walk_texture_compression_severe.mp4,single/0000_walk_reference.mp4,severe,reference
252,0000,walk,reference_vs_distorted,motion_blur,single/0000_walk_motion_blur_mild.mp4,single/0000_walk_reference.mp4,mild,reference
253,0000,walk,reference_vs_distorted,motion_blur,single/0000_walk_reference.mp4,single/0000_walk_motion_blur_moderate.mp4,reference,moderate
254,0000,walk,reference_vs_distorted,motion_blur,single/0000_walk_reference.mp4,single/0000_walk_motion_blur_severe.mp4,reference,severe
255,0000,walk,adjacent_severity,jitter,single/0000_walk_jitter_mild.mp4,single/0000_walk_jitter_moderate.mp4,mild,moderate
256,0000,walk,adjacent_severity,jitter,single/0000_walk_jitter_moderate.mp4,single/0000_walk_jitter_severe.mp4,moderate,severe
257,0000,walk,adjacent_severity,joint_noise,single/0000_walk_joint_noise_moderate.mp4,single/0000_walk_joint_noise_mild.mp4,moderate,mild
258,0000,walk,adjacent_severity,joint_noise,single/0000_walk_joint_noise_moderate.mp4,single/0000_walk_joint_noise_severe.mp4,moderate,severe
259,0000,walk,adjacent_severity,frame_drop,single/0000_walk_frame_drop_mild.mp4,single/0000_walk_frame_drop_moderate.mp4,mild,moderate
260,0000,walk,adjacent_severity,frame_drop,single/0000_walk_frame_drop_severe.mp4,single/0000_walk_frame_drop_moderate.mp4,severe,moderate
261,0000,walk,adjacent_severity,smoothing,single/0000_walk_smoothing_moderate.mp4,single/0000_walk_smoothing_mild.mp4,moderate,mild
262,0000,walk,adjacent_severity,smoothing,single/0000_walk_smoothing_moderate.mp4,single/0000_walk_smoothing_severe.mp4,moderate,severe
263,0000,walk,adjacent_severity,param_quantization,single/0000_walk_param_quantization_moderate.mp4,single/0000_walk_param_quantization_mild.mp4,moderate,mild
264,0000,walk,adjacent_severity,param_quantization,single/0000_walk_param_quantization_severe.mp4,single/0000_walk_param_quantization_moderate.mp4,severe,moderate
265,0000,walk,adjacent_severity,vertex_quantization,single/0000_walk_vertex_quantization_moderate.mp4,single/0000_walk_vertex_quantization_mild.mp4,moderate,mild
266,0000,walk,adjacent_severity,vertex_quantization,single/0000_walk_vertex_quantization_moderate.mp4,single/0000_walk_vertex_quantization_severe.mp4,moderate,severe
267,0000,walk,adjacent_severity,mesh_decimation,single/0000_walk_mesh_decimation_moderate.mp4,single/0000_walk_mesh_decimation_mild.mp4,moderate,mild
268,0000,walk,adjacent_severity,mesh_decimation,single/0000_walk_mesh_decimation_moderate.mp4,single/0000_walk_mesh_decimation_severe.mp4,moderate,severe
269,0000,walk,adjacent_severity,texture_compression,single/0000_walk_texture_compression_mild.mp4,single/0000_walk_texture_compression_moderate.mp4,mild,moderate
270,0000,walk,adjacent_severity,texture_compression,single/0000_walk_texture_compression_severe.mp4,single/0000_walk_texture_compression_moderate.mp4,severe,moderate
271,0000,walk,adjacent_severity,motion_blur,single/0000_walk_motion_blur_moderate.mp4,single/0000_walk_motion_blur_mild.mp4,moderate,mild
272,0000,walk,adjacent_severity,motion_blur,single/0000_walk_motion_blur_severe.mp4,single/0000_walk_motion_blur_moderate.mp4,severe,moderate
273,0000,walk,reference_vs_mixed,jitter+texture_compression,mixed/0000_walk_jitter+texture_compression_mild+mild.mp4,single/0000_walk_reference.mp4,mild+mild,reference
274,0000,walk,reference_vs_mixed,jitter+texture_compression,mixed/0000_walk_jitter+texture_compression_severe+severe.mp4,single/0000_walk_reference.mp4,severe+severe,reference
275,0000,walk,reference_vs_mixed,frame_drop+mesh_decimation,single/0000_walk_reference.mp4,mixed/0000_walk_frame_drop+mesh_decimation_mild+mild.mp4,reference,mild+mild
276,0000,walk,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0000_walk_frame_drop+mesh_decimation_severe+severe.mp4,single/0000_walk_reference.mp4,severe+severe,reference
